cik,name,alias,alias_clean,alias_source
0000935036,ACI WORLDWIDE INC,TRANSACTION SYSTEMS ARCHITECTS INC,transaction systems architects,sec_former_name
0000094049,STEPAN CO,STEPAN CHEMICAL CO /DE/,stepan chemical co de,sec_former_name
0000945841,POOL CORP,SCP POOL CORP,scp pool,sec_former_name
0000947484,ARCH CAPITAL GROUP LTD,RISK CAPITAL HOLDINGS INC,risk capital,sec_former_name
0000947484,ARCH CAPITAL GROUP LTD,RISK CAPITAL RE INC,risk capital re,sec_former_name
0000098222,TIDEWATER INC,TIDEWATER MARINE SERVICE INC,tidewater marine service,sec_former_name
0001004702,OCEANFIRST FINANCIAL CORP,OCEAN FINANCIAL CORP,ocean financial,sec_former_name
0001005817,TOMPKINS FINANCIAL CORP,TOMPKINS TRUSTCO INC,tompkins trustco,sec_former_name
0001005817,TOMPKINS FINANCIAL CORP,TOMPKINS COUNTY TRUSTCO INC,tompkins county trustco,sec_former_name
0001025835,ENTERPRISE FINL SERVICES CP,ENTERPRISE FINANCIAL SERVICES CORP,enterprise financial services,sec_current_name
0001025835,ENTERPRISE FINL SERVICES CP,ENTERBANK HOLDINGS INC,enterbank,sec_former_name
0000105319,WW INTERNATIONAL INC,WEIGHT WATCHERS INTERNATIONAL INC,weight watchers international,sec_former_name
0001056288,FEDERATED HERMES INC,FEDERATED INVESTORS INC /PA/,federated investors inc pa,sec_former_name
0001057379,HACKETT GROUP INC,"HACKETT GROUP, INC.",hackett group,sec_current_name
0001057379,HACKETT GROUP INC,ANSWERTHINK INC,answerthink,sec_former_name
0001057379,HACKETT GROUP INC,ANSWERTHINK CONSULTING GROUP INC,answerthink consulting,sec_former_name
0001057706,FIRST BANCORP P R,FIRST BANCORP /PR/,first bancorp pr,sec_current_name
0001065078,NETWORK-1 TECHNOLOGIES INC,NETWORK 1 TECHNOLOGIES INC,network 1 technologies,sec_former_name
0001065078,NETWORK-1 TECHNOLOGIES INC,NETWORK 1 SECURITY SOLUTIONS INC,network 1 security solutions,sec_former_name
0001069183,AXON ENTERPRISE INC,TASER INTERNATIONAL INC,taser international,sec_former_name
0001070423,PLAINS ALL AMER PIPELNE  -LP,PLAINS ALL AMERICAN PIPELINE LP,plains all american pipeline lp,sec_current_name
0001099800,EDWARDS LIFESCIENCES CORP,CVG CONTROLLED INC,cvg controlled,sec_former_name
0001108426,TXNM ENERGY INC,PNM RESOURCES INC,pnm resources,sec_former_name
0001108426,TXNM ENERGY INC,MANZANO CORP,manzano,sec_former_name
0000022767,TEXAS NEW MEXICO POWER CO,COMMUNITY PUBLIC SERVICE CO,community public service,sec_former_name
0000081023,PUBLIC SERVICE CO OF NEW MEX,PUBLIC SERVICE CO OF NEW MEXICO,public service co of new mexico,sec_current_name
0001113232,AXCELIS TECHNOLOGIES INC,EATON SEMICONDUCTOR EQUIPMENT INC,eaton semiconductor equipment,sec_former_name
0001124796,NLIGHT INC,NLIGHT PHOTONICS CORP,nlight photonics,sec_former_name
0001138639,INFINERA CORP,ZEPTON NETWORKS INC,zepton networks,sec_former_name
0001158324,COGENT COMMUNICATIONS HLDGS,"COGENT COMMUNICATIONS HOLDINGS, INC.",cogent communications holdings,sec_current_name
0001158324,COGENT COMMUNICATIONS HLDGS,COGENT COMMUNICATIONS GROUP INC,cogent communications,sec_former_name
0001167419,RIOT PLATFORMS INC,"Riot Blockchain, Inc.",riot blockchain,sec_former_name
0001167419,RIOT PLATFORMS INC,"Bioptix, Inc.",bioptix,sec_former_name
0001167419,RIOT PLATFORMS INC,"Venaxis, Inc.",venaxis,sec_former_name
0001178970,PROVIDENT FINANCIAL SVCS INC,PROVIDENT FINANCIAL SERVICES INC,provident financial services,sec_current_name
0001206264,SOMNIGROUP INTERNATIONAL INC,"TEMPUR SEALY INTERNATIONAL, INC.",tempur sealy international,sec_former_name
0001206264,SOMNIGROUP INTERNATIONAL INC,TEMPUR PEDIC INTERNATIONAL INC,tempur pedic international,sec_former_name
0001206264,SOMNIGROUP INTERNATIONAL INC,TWI HOLDINGS INC,twi,sec_former_name
0001217234,CAREDX INC,"XDx, Inc.",xdx,sec_former_name
0001217234,CAREDX INC,EXPRESSION DIAGNOSTICS INC,expression diagnostics,sec_former_name
0001273813,ASSURED GUARANTY LTD,AGR LTD,agr,sec_former_name
0001273813,ASSURED GUARANTY LTD,AGC HOLDINGS LTD,agc,sec_former_name
0001298675,CUBESMART,U-Store-It Trust,ustoreit trust,sec_former_name
0001300485,"CubeSmart, L.P.",U-Store-It L P,ustoreit l p,sec_former_name
0001300485,"CubeSmart, L.P.",Acquiport Amsdell I L P,acquiport amsdell i l p,sec_former_name
0001331875,FIDELITY NATIONAL FINANCIAL,"Fidelity National Title Group, Inc.",fidelity national title group,sec_former_name
0001341235,ALDEYRA THERAPEUTICS INC,"Aldexa Therapeutics, Inc.",aldexa therapeutics,sec_former_name
0001341235,ALDEYRA THERAPEUTICS INC,Neuron Systems Inc,neuron systems,sec_former_name
0001364885,SPIRIT AEROSYSTEMS HOLDINGS,"Spirit AeroSystems Holdings, Inc.",spirit aerosystems holdings,sec_current_name
0001376227,United States Natural Gas Fund LP,United States Gas Fund LP,united states gas fund lp,sec_former_name
0001379041,EMPLOYERS HOLDINGS INC,"Employers Holdings, Inc.",employers holdings,sec_current_name
0001384101,VERACYTE INC,CALDEROME INC,calderome,sec_former_name
0001393818,BLACKSTONE INC,Blackstone Group L.P.,blackstone group lp,sec_former_name
0001404912,KKR & CO INC,KKR & Co. L.P.,kkr co lp,sec_former_name
0001408100,KENNEDY-WILSON HOLDINGS INC,"Kennedy-Wilson Holdings, Inc.",kennedywilson holdings,sec_current_name
0001408100,KENNEDY-WILSON HOLDINGS INC,Prospect Acquisition Corp,prospect acquisition,sec_former_name
0001422143,KURA ONCOLOGY INC,ZETA ACQUISITION CORP III,zeta acquisition corp iii,sec_former_name
0001424929,FOX FACTORY HOLDING CP,FOX FACTORY HOLDING CORP,fox factory,sec_current_name
0001433660,JBT MAREL CORP,John Bean Technologies CORP,john bean technologies,sec_former_name
0001476034,METROPOLITAN BANK HLDNG,Metropolitan Bank Holding Corp.,metropolitan bank,sec_current_name
0001484612,OUTSET MEDICAL INC,"Home Dialysis Plus, Ltd.",home dialysis plus,sec_former_name
0001488813,CUSTOMERS BANCORP INC,"Customers 1st Bancorp, Inc.",customers 1st bancorp,sec_former_name
0001498828,Howard Hughes Corp,"Spinco, Inc.",spinco,sec_former_name
0001512499,LINDBLAD EXPEDITIONS HLDGS,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",lindblad expeditions holdings,sec_current_name
0001512499,LINDBLAD EXPEDITIONS HLDGS,Capitol Acquisition Corp. II,capitol acquisition corp ii,sec_former_name
0001529274,ALKAMI TECHNOLOGY INC,"ALKAMI TECHNOLOGY, INC,",alkami technology inc,sec_former_name
0001533615,CHIRON REAL ESTATE INC,Global Medical REIT Inc.,global medical reit,sec_current_name
0001533615,CHIRON REAL ESTATE INC,"SCOOP MEDIA, INC.",scoop media,sec_former_name
0001552493,CNH Industrial Capital LLC,CNH Capital LLC,cnh capital,sec_former_name
0000015615,MASTEC INC,BURNUP & SIMS INC,burnup sims,sec_former_name
0001567094,CNH INDUSTRIAL NV,FI CBM Holdings N.V.,fi cbm holdings nv,sec_former_name
0001570827,VICTORY CPTL HLDGS INC,"Victory Capital Holdings, Inc.",victory capital holdings,sec_current_name
0001579877,OUTFRONT MEDIA INC,CBS OUTDOOR AMERICAS INC.,cbs outdoor americas,sec_former_name
0001585521,ZOOM COMMUNICATIONS INC,"Zoom Video Communications, Inc.",zoom video communications,sec_former_name
0001601830,RECURSION PHARMA INC,"RECURSION PHARMACEUTICALS, INC.",recursion pharmaceuticals,sec_current_name
0001601830,RECURSION PHARMA INC,"Recursion Pharmaceuticals, LLC",recursion pharmaceuticals,sec_former_name
0001632970,AMERICAN HEALTHCARE REIT INC,"Griffin-American Healthcare REIT IV, Inc.",griffinamerican healthcare reit iv,sec_former_name
0001632970,AMERICAN HEALTHCARE REIT INC,"Griffin-American Healthcare REIT 4, Inc.",griffinamerican healthcare reit 4,sec_former_name
0001649904,RHYTHM PHARMACEUTICLS,"RHYTHM PHARMACEUTICALS, INC.",rhythm pharmaceuticals,sec_current_name
0001649904,RHYTHM PHARMACEUTICLS,"RHYTHM METABOLIC, INC.",rhythm metabolic,sec_former_name
0001650648,4D MOLECULAR THER INC,"4D Molecular Therapeutics, Inc.",4d molecular therapeutics,sec_current_name
0001650648,4D MOLECULAR THER INC,4D Molecular Therapeutics Inc.,4d molecular therapeutics,sec_former_name
0001650648,4D MOLECULAR THER INC,4D Molecular Therapeutics Inc,4d molecular therapeutics,sec_former_name
0001669779,CAMPING WORLD HOLDINGS INC,"Camping World Holdings, Inc.",camping world holdings,sec_current_name
0001669779,CAMPING WORLD HOLDINGS INC,"CWGS, Inc.",cwgs,sec_former_name
0001674930,FULGENT GENETICS INC,"Fulgent Diagnostics, Inc.",fulgent diagnostics,sec_former_name
0001685040,BRIGHTHOUSE FINANL INC,"Brighthouse Financial, Inc.",brighthouse financial,sec_current_name
0001688757,ESTABLISHMNT LBS HLDNG,ESTABLISHMENT LABS HOLDINGS INC.,establishment labs,sec_current_name
0001689548,PRAXIS PRECIS MEDI INC,"Praxis Precision Medicines, Inc.",praxis precision medicines,sec_current_name
0001692819,VISTRA CORP,Vistra Energy Corp.,vistra energy,sec_former_name
0001692819,VISTRA CORP,Vistra Energy Corp,vistra energy,sec_former_name
0001704715,ALPHA METALLURGICAL RESOURCE,"Alpha Metallurgical Resources, Inc.",alpha metallurgical resources,sec_current_name
0001704715,ALPHA METALLURGICAL RESOURCE,"Contura Energy, Inc.",contura energy,sec_former_name
0001705110,ANGI INC,ANGI Homeservices Inc.,angi homeservices,sec_former_name
0001705110,ANGI INC,"Halo TopCo, Inc.",halo topco,sec_former_name
0001723128,AMNEAL PHARMACEUTICALS INC,"Atlas Holdings, Inc.",atlas holdings,sec_former_name
0001725057,DAYFORCE INC,Ceridian HCM Holding Inc.,ceridian hcm,sec_former_name
0001733998,NORTHWEST NATURAL HLDNG CO,Northwest Natural Holding Co,northwest natural,sec_current_name
0001746109,BANK FIRST CORP,Bank First National Corp,bank first national,sec_former_name
0001777921,AVEPOINT INC,Apex Technology Acquisition Corp,apex technology acquisition,sec_former_name
0001788028,JASPER THERAPEUTICS INC,Amplitude Healthcare Acquisition Corp,amplitude healthcare acquisition,sec_former_name
0001793659,RUSH STREET INTERACTIVE INC,"dMY Technology Group, Inc.",dmy technology group,sec_former_name
0001800227,IAC INC,IAC/InterActiveCorp,iacinteractivecorp,sec_former_name
0001800227,IAC INC,"IAC Holdings, Inc.",iac holdings,sec_former_name
0001804176,BUTTERFLY NETWORK INC,Longview Acquisition Corp.,longview acquisition,sec_former_name
0001819142,SES AI CORP,Ivanhoe Capital Acquisition Corp.,ivanhoe capital acquisition,sec_former_name
0001823529,ENACT HOLDINGS INC,"Enact Holdings, Inc.",enact holdings,sec_current_name
0001823529,ENACT HOLDINGS INC,"Genworth Mortgage Holdings, Inc.",genworth mortgage holdings,sec_former_name
0001824502,ARCHER AVIATION INC,Atlas Crest Investment Corp.,atlas crest investment,sec_former_name
0001841968,RIDGEPOST CAPITAL INC,"P10, Inc.",p10,sec_current_name
0001842566,AIRSHIP AI HOLDINGS INC,"Airship AI Holdings, Inc.",airship ai holdings,sec_current_name
0001842566,AIRSHIP AI HOLDINGS INC,BYTE Acquisition Corp.,byte acquisition,sec_former_name
0001842566,AIRSHIP AI HOLDINGS INC,Byte Acquisition Corp.,byte acquisition,sec_former_name
0001842718,INTEGRAL AD SCIENCE HOL CORP,INTEGRAL AD SCIENCE HOLDING CORP.,integral ad science,sec_current_name
0001842718,INTEGRAL AD SCIENCE HOL CORP,INTEGRAL AD SCIENCE HOLDING LLC,integral ad science,sec_former_name
0001842718,INTEGRAL AD SCIENCE HOL CORP,"KAVACHA TOPCO, LLC",kavacha topco,sec_former_name
0001844862,SOLID POWER INC,Decarbonization Plus Acquisition Corp III,decarbonization plus acquisition corp iii,sec_former_name
0001855781,Invesco Galaxy Bitcoin ETF,Galaxy Bitcoin ETF,galaxy bitcoin etf,sec_former_name
0001858257,AVIDXCHANGE HOLDINGS INC,"AvidXchange Holdings, Inc.",avidxchange holdings,sec_current_name
0001964738,SOLVENTUM CORP,3M Health Care Co,3m health care,sec_former_name
0002015845,EVERUS CONSTRCTION GROUP INC,"Everus Construction Group, Inc.",everus construction group,sec_current_name
0000003453,MATSON INC,ALEXANDER & BALDWIN INC,alexander baldwin,sec_former_name
0000351569,AMERIS BANCORP,ABC BANCORP,abc bancorp,sec_former_name
0000351569,AMERIS BANCORP,ABC HOLDING CO,abc,sec_former_name
0000036377,FIRST HAWAIIAN INC,BANCWEST CORP/HI,bancwest corphi,sec_former_name
0000037785,FMC CORP,FOOD MACHINERY & CHEMICAL CORP,food machinery chemical,sec_former_name
0000037785,FMC CORP,BEAN SPRAY PUMP CO,bean spray pump,sec_former_name
0000051253,INTL FLAVORS & FRAGRANCES,INTERNATIONAL FLAVORS & FRAGRANCES INC,international flavors fragrances,sec_current_name
0000051253,INTL FLAVORS & FRAGRANCES,VANAMERIGEN HAEBLER INC,vanamerigen haebler,sec_former_name
0000067215,DYCOM INDUSTRIES INC,MOBILE HOME DYNAMICS INC,mobile home dynamics,sec_former_name
0000723188,COMMUNITY FINANCIAL SYST INC,"COMMUNITY FINANCIAL SYSTEM, INC.",community financial system,sec_current_name
0000723188,COMMUNITY FINANCIAL SYST INC,"COMMUNITY BANK SYSTEM, INC.",community bank system,sec_former_name
0000723188,COMMUNITY FINANCIAL SYST INC,"COMMUNITY BANK NA, a subsidiary of Community Bank System Inc",community bank na a subsidiary of community bank system,sec_former_name
0000723188,COMMUNITY FINANCIAL SYST INC,"COMMUNITY BANK NA, a subsidiary of Community Bank System Inc.",community bank na a subsidiary of community bank system,sec_former_name
0000729580,BEL FUSE INC,BEL FUSE INC /NJ,bel fuse inc nj,sec_current_name
0000742278,RPC INC,RPC ENERGY SERVICES INC,rpc energy services,sec_former_name
0000075252,ACCENDRA HEALTH INC,OWENS & MINOR INC/VA/,owens minor incva,sec_current_name
0000075252,ACCENDRA HEALTH INC,O&M HOLDING INC,om,sec_former_name
0000075252,ACCENDRA HEALTH INC,OWENS & MINOR INC,owens minor,sec_former_name
0000075252,ACCENDRA HEALTH INC,OWENS MINOR & BODEKER INC,owens minor bodeker,sec_former_name
0000766829,H2O AMERICA,SJW GROUP,sjw,sec_current_name
0000766829,H2O AMERICA,SJW CORP,sjw,sec_former_name
0000776867,WHITE MTNS INS GROUP LTD,WHITE MOUNTAINS INSURANCE GROUP LTD,white mountains insurance,sec_current_name
0000776867,WHITE MTNS INS GROUP LTD,WHITE MOUNTAINS INSURANCE GROUP INC,white mountains insurance,sec_former_name
0000776867,WHITE MTNS INS GROUP LTD,FUND AMERICAN ENTERPRISES HOLDINGS INC,fund american enterprises,sec_former_name
0000776867,WHITE MTNS INS GROUP LTD,FUND AMERICAN COMPANIES INC,fund american companies,sec_former_name
0000776901,INDEPENDENT BANK CORP/MA,INDEPENDENT BANK CORP,independent bank,sec_current_name
0000784199,ARTIVION INC,CRYOLIFE INC,cryolife,sec_former_name
0000790359,N B T BANCORP INC,NBT BANCORP INC,nbt bancorp,sec_current_name
0000826675,DYNEX CAPITAL INC,RESOURCE MORTGAGE CAPITAL INC/VA,resource mortgage capital incva,sec_former_name
0000826675,DYNEX CAPITAL INC,RESOURCE MORTGAGE INVESTMENT CORP,resource mortgage investment,sec_former_name
0000826675,DYNEX CAPITAL INC,RAC MORTGAGE INVESTMENT CORP /VA/,rac mortgage investment corp va,sec_former_name
0000828944,WSFS FINANCIAL CORP,STAR STATES CORP,star states,sec_former_name
0000850141,HORACE MANN EDUCATORS CORP,HORACE MANN EDUCATORS CORP /DE/,horace mann educators corp de,sec_current_name
0000851520,EXPONENT INC,FAILURE GROUP INC,failure,sec_former_name
0000860413,FIRST INTERSTATE BANCSYSTEM,FIRST INTERSTATE BANCSYSTEM OF MONTANA INC,first interstate bancsystem of montana,sec_former_name
0000873303,SAREPTA THERAPEUTICS INC,"Sarepta Therapuetics, Inc.",sarepta therapuetics,sec_former_name
0000873303,SAREPTA THERAPEUTICS INC,AVI BIOPHARMA INC,avi biopharma,sec_former_name
0000873303,SAREPTA THERAPEUTICS INC,ANTIVIRALS INC,antivirals,sec_former_name
0000886163,LIGAND PHARMACEUTICAL INC,LIGAND PHARMACEUTICALS INC,ligand pharmaceuticals,sec_current_name
0000891166,UNIVERSAL INSURANCE HLDGS,"UNIVERSAL INSURANCE HOLDINGS, INC.",universal insurance holdings,sec_current_name
0000891166,UNIVERSAL INSURANCE HLDGS,UNIVERSAL INSURANCE HOLDINGS INC,universal insurance,sec_former_name
0000891166,UNIVERSAL INSURANCE HLDGS,UNIVERSAL HEIGHTS INC,universal heights,sec_former_name
0000902791,BARRETT BUSINESS SVCS INC,BARRETT BUSINESS SERVICES INC,barrett business services,sec_current_name
0000906465,QCR HOLDINGS INC,QUAD CITY HOLDINGS INC,quad city,sec_former_name
0000923796,GEO GROUP INC,WACKENHUT CORRECTIONS CORP,wackenhut corrections,sec_former_name
0000928658,COVENANT LOGISTICS GROUP INC,"COVENANT LOGISTICS GROUP, INC.",covenant logistics group,sec_current_name
0000928658,COVENANT LOGISTICS GROUP INC,COVENANT TRANSPORTATION GROUP INC,covenant transportation,sec_former_name
0000928658,COVENANT LOGISTICS GROUP INC,COVENANT TRANSPORT INC,covenant transport,sec_former_name
0000944148,CBIZ INC,CENTURY BUSINESS SERVICES INC,century business services,sec_former_name
0000944148,CBIZ INC,INTERNATIONAL ALLIANCE SERVICES INC,international alliance services,sec_former_name
0001816017,SPIRE GLOBAL INC,"NavSight Holdings, Inc.",navsight holdings,sec_former_name
0000823277,CHS INC,CENEX HARVEST STATES COOPERATIVES,cenex harvest states cooperatives,sec_former_name
0000823277,CHS INC,HARVEST STATES COOPERATIVES,harvest states cooperatives,sec_former_name
0001001316,TG THERAPEUTICS INC,MANHATTAN PHARMACEUTICALS INC,manhattan pharmaceuticals,sec_former_name
0001001316,TG THERAPEUTICS INC,ATLANTIC TECHNOLOGY VENTURES INC,atlantic technology ventures,sec_former_name
0001001316,TG THERAPEUTICS INC,ATLANTIC PHARMACEUTICALS INC,atlantic pharmaceuticals,sec_former_name
0001001838,SOUTHERN COPPER CORP,SOUTHERN COPPER CORP/,southern copper corp,sec_current_name
0001001838,SOUTHERN COPPER CORP,SOUTHERN PERU COPPER CORP/,southern peru copper corp,sec_former_name
0001001838,SOUTHERN COPPER CORP,SOUTHERN PERU COPPER HOLDING CO,southern peru copper,sec_former_name
0001012477,AVADEL PHARMACEUTICALS PLC,FLAMEL TECHNOLOGIES SA,flamel technologies sa,sec_former_name
0000102752,VSE CORP,VALUE ENGINEERING CO,value engineering,sec_former_name
0001066605,HEIDRICK & STRUGGLES INTL,HEIDRICK & STRUGGLES INTERNATIONAL INC,heidrick struggles international,sec_current_name
0001069530,FILANA THERAPEUTICS INC,CASSAVA SCIENCES INC,cassava sciences,sec_current_name
0001069530,FILANA THERAPEUTICS INC,PAIN THERAPEUTICS INC,pain therapeutics,sec_former_name
0001083301,TERAWULF INC,IKONICS CORP,ikonics,sec_former_name
0001083301,TERAWULF INC,CHROMALINE CORP,chromaline,sec_former_name
0001084554,LIGHTBRIDGE CORP,"Thorium Power, Ltd",thorium power,sec_former_name
0001084554,LIGHTBRIDGE CORP,NOVASTAR RESOURCES LTD.,novastar resources,sec_former_name
0001084554,LIGHTBRIDGE CORP,NOVASTAR RESOURCES LTD,novastar resources,sec_former_name
0001090009,SOUTHERN FIRST BANKSHARES,SOUTHERN FIRST BANCSHARES INC,southern first bancshares,sec_current_name
0001090009,SOUTHERN FIRST BANKSHARES,GREENVILLE FIRST BANCSHARES INC,greenville first bancshares,sec_former_name
0001094831,BGC GROUP INC,"BGC Group, Inc.",bgc group,sec_current_name
0001094831,BGC GROUP INC,"BGC Partners, Inc.",bgc partners,sec_former_name
0001094831,BGC GROUP INC,ESPEED INC,espeed,sec_former_name
0001108134,BEACON FINANCIAL CORP,BERKSHIRE HILLS BANCORP INC,berkshire hills bancorp,sec_current_name
0001109354,BRUKER CORP,BRUKER BIOSCIENCES CORP,bruker biosciences,sec_former_name
0001109354,BRUKER CORP,BRUKER DALTONICS INC,bruker daltonics,sec_former_name
0001130144,SIERRA BANCORP/CA,SIERRA BANCORP,sierra bancorp,sec_current_name
0001169770,BANC OF CALIFORNIA INC,FIRST PACTRUST BANCORP INC,first pactrust bancorp,sec_former_name
0001219601,CROWN HOLDINGS INC,"CROWN HOLDINGS, INC.",crown holdings,sec_current_name
0001318568,EVERI HOLDINGS INC,"Everi Holdings, Inc.",everi holdings,sec_former_name
0001318568,EVERI HOLDINGS INC,"Global Cash Access Holdings, Inc.",global cash access holdings,sec_former_name
0001326110,IMMUNITYBIO INC,"NantKwest, Inc.",nantkwest,sec_former_name
0001326110,IMMUNITYBIO INC,"Conkwest, Inc.",conkwest,sec_former_name
0001326110,IMMUNITYBIO INC,ZelleRx Corp,zellerx,sec_former_name
0001341766,CELSIUS HOLDINGS INC,"Celsius Holdings, Inc.",celsius holdings,sec_current_name
0001341766,CELSIUS HOLDINGS INC,VECTOR VENTURES CORP.,vector ventures,sec_former_name
0001393726,TIPTREE INC,TIPTREE FINANCIAL INC.,tiptree financial,sec_former_name
0001393726,TIPTREE INC,Care Investment Trust Inc.,care investment trust,sec_former_name
0001402436,SS&C TECHNOLOGIES HLDGS INC,SS&C Technologies Holdings Inc,ssc technologies,sec_current_name
0001442836,MERSANA THRPEUTIC INC,"Mersana Therapeutics, Inc.",mersana therapeutics,sec_current_name
0001442836,MERSANA THRPEUTIC INC,MERSANA THERAPEUTICS INC,mersana therapeutics,sec_former_name
0001473844,STELLAR BANCORP INC,"CBTX, Inc.",cbtx,sec_former_name
0001473844,STELLAR BANCORP INC,"CBFH, Inc.",cbfh,sec_former_name
0001478320,ADAPTIVE BIOTECH CORP,Adaptive Biotechnologies Corp,adaptive biotechnologies,sec_current_name
0001478320,ADAPTIVE BIOTECH CORP,Adaptive TCR Corp,adaptive tcr,sec_former_name
0001484769,FUBOTV INC,fuboTV Inc. /FL,fubotv inc fl,sec_current_name
0001484769,FUBOTV INC,fuboTV Inc. /new,fubotv inc new,sec_former_name
0001484769,FUBOTV INC,"FaceBank Group, Inc.",facebank group,sec_former_name
0001484769,FUBOTV INC,"Pulse Evolution Group, Inc.",pulse evolution group,sec_former_name
0001498710,SPIRIT AVIATION HOLDINGS INC,"Spirit Airlines, Inc.",spirit airlines,sec_current_name
0001500881,ENCORE ENERGY CORP,WOLFPACK GOLD CORP.,wolfpack gold,sec_former_name
0001500881,ENCORE ENERGY CORP,TIGRIS URANIUM CORP.,tigris uranium,sec_former_name
0001501570,VERITEX HOLDINGS INC,"Veritex Holdings, Inc.",veritex holdings,sec_current_name
0001507605,MARA HOLDINGS INC,"MARA Holdings, Inc.",mara holdings,sec_current_name
0001507605,MARA HOLDINGS INC,"MARATHON DIGITAL HOLDINGS, INC.",marathon digital holdings,sec_former_name
0001507605,MARA HOLDINGS INC,"Marathon Patent Group, Inc.",marathon patent group,sec_former_name
0001507605,MARA HOLDINGS INC,American Strategic Minerals Corp,american strategic minerals,sec_former_name
0001515816,PLYMOUTH INDL REIT INC,"Plymouth Industrial REIT, Inc.",plymouth industrial reit,sec_current_name
0001515816,PLYMOUTH INDL REIT INC,Plymouth Industrial REIT Inc.,plymouth industrial reit,sec_former_name
0001515816,PLYMOUTH INDL REIT INC,Plymouth Opportunity REIT Inc.,plymouth opportunity reit,sec_former_name
0001519449,SKYWARD SPECIALTY INS GP INC,"Skyward Specialty Insurance Group, Inc.",skyward specialty insurance group,sec_current_name
0001519449,SKYWARD SPECIALTY INS GP INC,Houston International Insurance Group LTD,houston international insurance,sec_former_name
0001519449,SKYWARD SPECIALTY INS GP INC,Houston International Insurance Group,houston international insurance,sec_former_name
0001524472,XYLEM INC,"ITT WCO, Inc.",itt wco,sec_former_name
0001564902,UNITED PARKS & RESORTS INC,"SeaWorld Entertainment, Inc.",seaworld entertainment,sec_former_name
0001572616,FRACTYL HEALTH INC,Fractyl Laboratories Inc.,fractyl laboratories,sec_former_name
0001590364,FTAI AVIATION LTD,Fortress Transportation & Infrastructure Investors LLC,fortress transportation infrastructure investors,sec_former_name
0001590364,FTAI AVIATION LTD,Fortress Transportation & Infrastructure Investors Ltd.,fortress transportation infrastructure investors,sec_former_name
0001590750,VIRIDIAN THERAPEUTICS INC,"Viridian Therapeutics, Inc.\DE",viridian therapeutics incde,sec_current_name
0001590750,VIRIDIAN THERAPEUTICS INC,"MIRAGEN THERAPEUTICS, INC.",miragen therapeutics,sec_former_name
0001590750,VIRIDIAN THERAPEUTICS INC,"SIGNAL GENETICS, INC.",signal genetics,sec_former_name
0001593773,AMJ GLOBAL TECHNOLOGY,KANGE CORP,kange,sec_former_name
0001616543,SENSEONICS HLDGS INC,"Senseonics Holdings, Inc.",senseonics holdings,sec_current_name
0001616543,SENSEONICS HLDGS INC,"ASN Technologies, Inc.",asn technologies,sec_former_name
0001690680,NEWMARK GROUP INC,"NEWMARK GROUP, INC.",newmark group,sec_current_name
0001690680,NEWMARK GROUP INC,"NRE DELAWARE, INC.",nre delaware,sec_former_name
0001714174,BURFORD CAPITAL LIMITED,Burford Capital Ltd,burford capital,sec_current_name
0001726445,SEER INC,"Seer Biosciences, Inc.",seer biosciences,sec_former_name
0001772695,SUNNOVA ENRGY INTL INC,Sunnova Energy International Inc.,sunnova energy international,sec_current_name
0001801170,CLOVER HEALTH INVESTMENTS,"CLOVER HEALTH INVESTMENTS, CORP. /DE",clover health investments corp de,sec_current_name
0001801170,CLOVER HEALTH INVESTMENTS,Social Capital Hedosophia Holdings Corp. III,social capital hedosophia holdings corp iii,sec_former_name
0001805284,ROCKET COS INC,"Rocket Companies, Inc.",rocket companies,sec_current_name
0001808158,REPARE THERAPEUTIC INC,Repare Therapeutics Inc.,repare therapeutics,sec_current_name
0001816431,QUANTUM SI INC,Quantum-Si Inc,quantumsi,sec_current_name
0001816431,QUANTUM SI INC,HighCape Capital Acquisition Corp.,highcape capital acquisition,sec_former_name
0001820721,ARRAY TECHNOLOGIES INC,"ATI Intermediate Holdings, LLC",ati intermediate holdings,sec_former_name
0001822966,NUSCALE POWER CORP,SPRING VALLEY ACQUISITION CORP.,spring valley acquisition,sec_former_name
0001831840,SEMRUSH HOLD INC,"SEMrush Holdings, Inc.",semrush holdings,sec_current_name
0001841925,INDIE SEMICONDUCTOR INC,"Thunder Bridge II Surviving Pubco, Inc.",thunder bridge ii surviving pubco,sec_former_name
0001848861,HEALTHCARE AI ACQ CORP -REDH,Healthcare AI Acquisition Corp.,healthcare ai acquisition,sec_current_name
0001885522,NEUMORA THERAPEUTICS INC,"RBNC Therapeutics, Inc.",rbnc therapeutics,sec_former_name
0001935979,BIOHAVEN LTD,Biohaven Research Ltd.,biohaven research,sec_former_name
0001958140,ATLANTA BRAVES HOLDINGS INC,"Atlanta Braves Holdings, Inc.",atlanta braves holdings,sec_current_name
0001965040,FORTREA HOLDINGS INC,Silver Spinco Inc.,silver spinco,sec_former_name
0001974138,NCR ATLEOS CORP,"NCR ATMCo, LLC",ncr atmco,sec_former_name
0002013745,CALUMET INC,"Calumet, Inc. /DE",calumet inc de,sec_current_name
0002014596,CONCENTRA GRP HLDS PARNT INC,"Concentra Group Holdings Parent, Inc.",concentra group holdings parent,sec_current_name
0000042682,GORMAN-RUPP CO,GORMAN RUPP CO,gorman rupp,sec_current_name
