cik,name,name_clean,ticker,gvkey,sic,name_source
0001657788,KIMBELL ROYALTY PARTNERS LP,kimbell royalty partners lp,,29760,1311.0,crosswalk
0001657853,HERTZ GLOBAL HOLDINGS INC,hertz global,,5600,7510.0,crosswalk
0001658247,CRINETICS PHARMCTCL INC,crinetics pharmctcl,,33723,2834.0,crosswalk
0001658566,PERMIAN RESOURCES CORP,permian resources,,26864,1311.0,crosswalk
0001659166,FORTIVE CORP,fortive,,26590,3829.0,crosswalk
0001659323,ITERUM THERAPEUTICS,iterum therapeutics,,33466,2836.0,crosswalk
0001659617,MOLECULIN BIOTECH INC,moleculin biotech,,26873,2836.0,crosswalk
0001660134,OKTA INC,okta,,30736,7370.0,crosswalk
0001660280,TENABLE HOLDINGS INC,tenable,,33759,7370.0,crosswalk
0001660334,VERRICA PHARMACEUTICAL,verrica pharmaceutical,,33597,2834.0,crosswalk
0001660734,TRITON INTERNATIONAL LTD,triton international,,263277,7359.0,crosswalk
0001661039,TPT GLOBAL TECH INC,tpt global tech,,147891,4812.0,crosswalk
0001661053,ENVVENO MEDICAL CORPORATION,envveno medical,,32396,3841.0,crosswalk
0001661059,NEXTCURE INC,nextcure,,35090,2836.0,crosswalk
0001661181,ORGANOGENESIS HOLDINGS INC,organogenesis,,34562,2836.0,crosswalk
0001661458,HIGHLANDS REIT INC,highlands reit,,27335,6798.0,crosswalk
0001661460,POSEIDA THERAPEUTICS,poseida therapeutics,,34609,2836.0,crosswalk
0001661998,Q32 BIO INC,q32 bio,,33240,2836.0,crosswalk
0001662574,GROM SOCIAL ENTERPRISES INC,grom social enterprises,,32407,7812.0,crosswalk
0001662579,C4 THERAPEUTICS INC,c4 therapeutics,,37081,2836.0,crosswalk
0001662684,KULR TECHNOLOGY GROUP,kulr technology,,33557,3670.0,crosswalk
0001662774,QUINCE THERAPEUTICS INC,quince therapeutics,,35102,2836.0,crosswalk
0001664703,BLOOM ENERGY CORP,bloom energy,,33668,3621.0,crosswalk
0001664710,KEROS THERAPEUTICS INC,keros therapeutics,,36328,2834.0,crosswalk
0001665300,PHUNWARE INC,phunware,,34584,7370.0,crosswalk
0001665918,US FOODS HOLDING CORP,us foods,,18312,5140.0,crosswalk
0001665988,BIOVENTUS INC,bioventus,,27644,3845.0,crosswalk
0001666071,CARDLYTICS INC,cardlytics,,32935,7311.0,crosswalk
0001666134,BLACKLINE INC,blackline,,28420,7370.0,crosswalk
0001666138,ATKORE INC,atkore,,27014,3640.0,crosswalk
0001666700,DUPONT DE NEMOURS INC,dupont de nemours,,4060,2820.0,crosswalk
0001667313,ZEDGE INC,zedge,,27318,7372.0,crosswalk
0001668243,UROGEN PHARMA LTD,urogen pharma,,31061,2836.0,crosswalk
0001668370,TOUGHBUILT INDUSTRIES INC,toughbuilt industries,,33781,3420.0,crosswalk
0001668397,MEDPACE HOLDINGS INC,medpace,,19998,8731.0,crosswalk
0001668673,PETIQ INC,petiq,,32219,2834.0,crosswalk
0001669162,KINSALE CAPITAL GROUP INC,kinsale capital,,27652,6331.0,crosswalk
0001669779,CAMPING WORLD HOLDINGS INC,camping world,,19071,5500.0,crosswalk
0001669811,DONNELLEY FINANCIAL SOLTNS,donnelley financial soltns,,27803,7370.0,crosswalk
0001670541,ADIENT PLC,adient,,27333,2531.0,crosswalk
0001670592,YETI HOLDINGS INC,yeti,,27653,3949.0,crosswalk
0001671584,APTEVO THERAPEUTICS INC,aptevo therapeutics,,27338,2836.0,crosswalk
0001671858,ARS PHARMACEUTICALS INC,ars pharmaceuticals,,37495,2836.0,crosswalk
0001671933,TRADE DESK INC,trade desk,,27885,7370.0,crosswalk
0001672013,ACUSHNET HOLDINGS CORP,acushnet,,27575,3949.0,crosswalk
0001672571,ANTIAGING QUANTUM LIVING INC,antiaging quantum living,,37341,7310.0,crosswalk
0001672619,ENLIVEN THERAPEUTICS INC,enliven therapeutics,,36204,2834.0,crosswalk
0001672909,CANTERBURY PARK HOLDING CORP,canterbury park,,31099,7990.0,crosswalk
0001673358,YUM CHINA HOLDINGS INC,yum china,,28499,5812.0,crosswalk
0001673475,KOLDECK INC-REDH,koldeck incredh,,28366,7389.0,crosswalk
0001673481,SPORTS ENTERTMT GMG GBL CORP,sports entertmt gmg gbl,,40015,7990.0,crosswalk
0001673772,RAPT THERAPEUTICS INC,rapt therapeutics,,35429,2836.0,crosswalk
0001673985,ADVANSIX INC,advansix,,28070,2820.0,crosswalk
0001674101,VERTIV HOLDINGS CO,vertiv,,36175,3679.0,crosswalk
0001674168,HILTON GRAND VACATIONS,hilton grand vacations,,27393,6532.0,crosswalk
0001674227,SCWORX CORP,scworx,,34766,7370.0,crosswalk
0001674335,JELD-WEN HOLDING INC,jeldwen,,27386,2430.0,crosswalk
0001674416,CRISPR THERAPEUTICS AG,crispr therapeutics ag,,28113,2836.0,crosswalk
0001674862,ASHLAND INC,ashland,,1794,2820.0,crosswalk
0001674910,VALVOLINE INC,valvoline,,27373,5500.0,crosswalk
0001674930,FULGENT GENETICS INC,fulgent genetics,,28012,8071.0,crosswalk
0001675033,GREAT ELM CAPITAL CORP,great elm capital,,29016,6797.0,crosswalk
0001675149,ALCOA CORP,alcoa,,27638,3334.0,crosswalk
0001675644,FVCBANKCORP INC,fvcbankcorp,,18264,6020.0,crosswalk
0001676047,NUTRIBAND INC,nutriband,,31942,2834.0,crosswalk
0001676479,CAPSTAR FINANCIAL HLDGS INC,capstar financial hldgs,,27945,6020.0,crosswalk
0001676725,IDEAYA BIOSCIENCES INC,ideaya biosciences,,35136,2836.0,crosswalk
0001677077,ALZAMEND NEURO INC,alzamend neuro,,38791,2836.0,crosswalk
0001677576,INNOVATIVE INDUSTRIAL PPTYS,innovative industrial pptys,,28670,6798.0,crosswalk
0001677703,CONDUENT INC,conduent,,28719,7374.0,crosswalk
0001678105,CARO HOLDINGS INC,caro,,35356,5960.0,crosswalk
0001678660,PRELUDE THERAPEUTICS INC,prelude therapeutics,,37063,2836.0,crosswalk
0001679049,INTERNATIONAL SEAWAYS INC,international seaways,,27706,4412.0,crosswalk
0001679063,CHICKEN SOUP FOR SOUL ENTNT,chicken soup for soul entnt,,32322,7812.0,crosswalk
0001679268,MAMMOTH ENERGY SERVICES INC,mammoth energy services,,21834,1389.0,crosswalk
0001679273,LAMB WESTON HOLDINGS INC,lamb weston,,28790,2030.0,crosswalk
0001679363,MORPHIC HOLDING INC,morphic,,35280,2836.0,crosswalk
0001679688,DIGITALBRIDGE GROUP INC,digitalbridge,,183603,6282.0,crosswalk
0001679817,OZOP ENERGY SOLUTIONS INC,ozop energy solutions,,36947,3620.0,crosswalk
0001680048,MUSTANG BIO INC,mustang bio,,32347,2836.0,crosswalk
0001680062,ACM RESEARCH INC,acm research,,32638,3559.0,crosswalk
0001680139,HEALTHLYNKED CORP,healthlynked,,30587,7370.0,crosswalk
0001680247,PROPETRO HOLDING CORP,propetro,,30145,1389.0,crosswalk
0001680367,SHATTUCK LABS INC,shattuck labs,,37110,2836.0,crosswalk
0001680378,SENESTECH INC,senestech,,28365,2870.0,crosswalk
0001680379,STERLING BANCORP INC,sterling bancorp,,32698,6035.0,crosswalk
0001680581,FULCRUM THERAPEUTICS INC,fulcrum therapeutics,,35376,2836.0,crosswalk
0001681087,TECTONIC THERAPEUTIC INC,tectonic therapeutic,,33657,2836.0,crosswalk
0001681206,NI HOLDINGS INC,ni,,29576,6331.0,crosswalk
0001681459,TECHNIPFMC PLC,technipfmc,,30923,1389.0,crosswalk
0001681622,VAREX IMAGING CORP,varex imaging,,29004,3844.0,crosswalk
0001681682,ENDRA LIFE SCIENCES INC,endra life sciences,,29418,3845.0,crosswalk
0001681903,ICC HOLDINGS INC,icc,,29598,6331.0,crosswalk
0001682149,DATAVAULT AI INC,datavault ai,,33725,3674.0,crosswalk
0001682220,SACHEM CAPITAL CORP,sachem capital,,30223,6798.0,crosswalk
0001682639,HYPERION DEFI INC,hyperion defi,,32861,2836.0,crosswalk
0001682745,VERRA MOBILITY CORP,verra mobility,,34300,7374.0,crosswalk
0001682852,MODERNA INC,moderna,,34410,2836.0,crosswalk
0001683252,TOKEN COMMUNITIES LTD,token communities,,35039,3714.0,crosswalk
0001683553,SPRUCE BIOSCIENCES INC,spruce biosciences,,37105,2836.0,crosswalk
0001683606,CARS.COM INC,carscom,,29155,7370.0,crosswalk
0001683695,INTERNATIONAL MONEY EXPR INC,international money expr,,33911,6099.0,crosswalk
0001684144,ZOMEDICA CORP,zomedica,,27247,3845.0,crosswalk
0001685040,BRIGHTHOUSE FINANL INC,brighthouse finanl,,31774,6311.0,crosswalk
0001685766,MOVEIX INC,moveix,,33899,9995.0,crosswalk
0001686850,MOTUS GI HOLDINGS INC,motus gi,,31348,3845.0,crosswalk
0001687187,RAMACO RESOURCES INC,ramaco resources,,29670,1220.0,crosswalk
0001687221,REV GROUP INC,rev,,185952,3713.0,crosswalk
0001687229,INVITATION HOMES INC,invitation homes,,30004,6798.0,crosswalk
0001687926,ZEUUS INC,zeuus,,35475,7370.0,crosswalk
0001687932,J JILL INC,j jill,,30435,5621.0,crosswalk
0001688126,CRYPTO CO,crypto,,31244,7370.0,crosswalk
0001688568,DXC TECHNOLOGY CO,dxc technology,,3336,7370.0,crosswalk
0001688757,ESTABLISHMNT LBS HLDNG,establishmnt lbs hldng,,33779,3842.0,crosswalk
0001689084,QRONS INC,qrons,,32126,2836.0,crosswalk
0001689548,PRAXIS PRECIS MEDI INC,praxis precis medi,,37187,2836.0,crosswalk
0001689796,JBG SMITH PPTYS,jbg smith pptys,,32154,6798.0,crosswalk
0001689923,ALTERYX INC,alteryx,,30655,7370.0,crosswalk
0001690012,INPOINT COMMERC REAL EST INC,inpoint commerc real est,,39662,6798.0,crosswalk
0001690080,FORUM MARKETS INC,forum markets,,37350,2834.0,crosswalk
0001690334,SEACOR MARINE HLDGS INC,seacor marine hldgs,,31384,4412.0,crosswalk
0001690585,DIANTHUS THERAPEUTICS INC,dianthus therapeutics,,33500,2836.0,crosswalk
0001690680,NEWMARK GROUP INC,newmark,,32748,6531.0,crosswalk
0001690820,CARVANA CO,carvana,,30999,5500.0,crosswalk
0001691303,WARRIOR MET COAL INC,warrior met coal,,30397,1220.0,crosswalk
0001691421,LEMONADE INC,lemonade,,36692,6331.0,crosswalk
0001691936,STRYVE FOODS INC,stryve foods,,39301,2013.0,crosswalk
0001692063,SCHNEIDER NATIONAL INC,schneider national,,264193,4210.0,crosswalk
0001692115,SOUTHWEST GAS HOLDINGS INC,southwest gas,,9890,4923.0,crosswalk
0001692376,VELOCITY FINANCIAL INC,velocity financial,,35781,6162.0,crosswalk
0001692412,PLAYA HOTELS & RESORTS N V,playa hotels resorts n v,,28370,7011.0,crosswalk
0001692415,CO-DIAGNOSTIC INC,codiagnostic,,31542,2835.0,crosswalk
0001692427,NCS MULTISTAGE HLDG INC,ncs multistage hldg,,31005,3533.0,crosswalk
0001692787,KINETIK HOLDINGS INC,kinetik,,34414,4922.0,crosswalk
0001692819,VISTRA CORP,vistra,,157373,4911.0,crosswalk
0001693011,INOZYME PHARMA INC,inozyme pharma,,36769,2836.0,crosswalk
0001693256,SELECT WATER SOLUTIONS INC,select water solutions,,29680,1389.0,crosswalk
0001693577,MAINSTREET BANCSHARES INC,mainstreet bancshares,,164724,6020.0,crosswalk
0001693687,GREENLIT VENTURES INC,greenlit ventures,,40298,8742.0,crosswalk
0001694028,LIBERTY ENERGY INC,liberty energy,,30284,1389.0,crosswalk
0001694426,DELEK US HOLDINGS INC,delek us,,166563,2911.0,crosswalk
0001694617,ROYALE ENERGY INC,royale energy,,28791,1311.0,crosswalk
0001695295,HYDROFARM HLDNG GP INC,hydrofarm hldng gp,,345920,3524.0,crosswalk
0001696558,JERASH HOLDINGS (US),jerash holdings us,,33476,2300.0,crosswalk
0001697500,SOLARIS ENRGY INFRASTRUCTURE,solaris enrgy infrastructure,,30547,7359.0,crosswalk
0001697532,APPLIED THERAPEUTICS INC,applied therapeutics,,35091,2836.0,crosswalk
0001697851,REKOR SYSTEMS INC,rekor systems,,30280,7370.0,crosswalk
0001698022,FARMERS & MERCHANTS BANCSHRS,farmers merchants bancshrs,,121975,6020.0,crosswalk
0001698530,EXICURE INC,exicure,,33499,2836.0,crosswalk
0001698538,STRATEGIC STDNT & SR HSNG TR,strategic stdnt sr hsng tr,,36038,6798.0,crosswalk
0001698990,MAGNOLIA OIL & GAS CORP,magnolia oil gas,,31252,1311.0,crosswalk
0001698991,ACCEL ENTERTAINMENT INC,accel entertainment,,36550,7990.0,crosswalk
0001699039,RANGER ENERGY SERVICES,ranger energy services,,31845,1389.0,crosswalk
0001699136,CACTUS INC,cactus,,32938,3533.0,crosswalk
0001699150,INGERSOLL RAND INC,ingersoll rand,,30098,3560.0,crosswalk
0001699382,PMV PHARMACEUTICALS INC,pmv pharmaceuticals,,37036,2836.0,crosswalk
0001700844,EVOAIR HOLDINGS INC,evoair,,36576,3585.0,crosswalk
0001700849,VADO CORP,vado,,34914,7310.0,crosswalk
0001701051,WIDEOPENWEST INC,wideopenwest,,31466,4813.0,crosswalk
0001701108,SPERO THERAPEUTICS INC,spero therapeutics,,32525,2836.0,crosswalk
0001701541,BLACK DIAMOND THERAPEUTICS,black diamond therapeutics,,36052,2836.0,crosswalk
0001701605,BAKER HUGHES CO,baker hughes,,32106,1389.0,crosswalk
0001701732,ALTAIR ENGINEERING INC,altair engineering,,32530,7372.0,crosswalk
0001701756,SADOT GROUP INC,sadot,,35967,100.0,crosswalk
0001701758,LOVESAC CO (THE),lovesac co the,,33425,2510.0,crosswalk
0001702744,SIMPLY GOOD FOODS COMPANY,simply good foods,,27576,2060.0,crosswalk
0001702750,BYLINE BANCORP INC,byline bancorp,,31585,6020.0,crosswalk
0001702780,OPTIMUM COMMUNICATIONS INC,optimum communications,,12485,4841.0,crosswalk
0001702924,WRAP TECHNOLOGIES,wrap technologies,,33550,3690.0,crosswalk
0001703056,ADT INC,adt,,32930,7380.0,crosswalk
0001703057,ABCELLERA BIOLOGICS INC,abcellera biologics,,37527,2836.0,crosswalk
0001703073,VIVIC CORP,vivic,,33762,8742.0,crosswalk
0001703157,SECURETECH INNOVATIONS INC,securetech innovations,,36449,3714.0,crosswalk
0001703644,GRANITE POINT MORTGE TRS INC,granite point mortge trs,,31994,6798.0,crosswalk
0001703647,KORRO BIO INC,korro bio,,35647,2836.0,crosswalk
0001703956,CONCRETE PUMPING HOLDINGS,concrete pumping,,32098,1700.0,crosswalk
0001704292,ZAI LAB LTD,zai lab,,32334,2836.0,crosswalk
0001704711,FUNKO INC,funko,,32528,3942.0,crosswalk
0001704715,ALPHA METALLURGICAL RESOURCE,alpha metallurgical resource,,27841,1220.0,crosswalk
0001704720,CANNAE HOLDINGS INC,cannae,,20960,5812.0,crosswalk
0001704795,BANTEC INC,bantec,,32906,3760.0,crosswalk
0001705012,FAT BRANDS INC,fat brands,,32592,5812.0,crosswalk
0001705110,ANGI INC,angi,,32502,7370.0,crosswalk
0001705696,VICI PROPERTIES INC,vici properties,,32580,6798.0,crosswalk
0001705843,CIBUS INC,cibus,,32193,2836.0,crosswalk
0001705873,BERRY CORP,berry,,13431,1311.0,crosswalk
0001706431,VIR BIOTECHNOLOGY INC,vir biotechnology,,35638,2836.0,crosswalk
0001706509,GRAND GALLERY INC,grand gallery,,33183,5961.0,crosswalk
0001706524,URBAN-GRO INC,urbangro,,35541,3523.0,crosswalk
0001706946,VIRGIN GALACTIC HOLDINGS INC,virgin galactic,,35808,4700.0,crosswalk
0001707502,SOLID BIOSCIENCES INC,solid biosciences,,32894,2836.0,crosswalk
0001707753,ELASTIC NV,elastic nv,,34243,7372.0,crosswalk
0001707925,LINDE PLC,linde,,25124,2810.0,crosswalk
0001708035,ECOVYST INC,ecovyst,,32285,2810.0,crosswalk
0001708055,RIBBON COMMUNICATIONS INC,ribbon communications,,135965,7373.0,crosswalk
0001708176,HALL OF FAME RESORT & ENT CO,hall of fame resort ent,,36701,7900.0,crosswalk
0001708331,VIRPAX PHARMACEUTICALS INC,virpax pharmaceuticals,,37549,2834.0,crosswalk
0001708341,ALLIED GAMING & ENTERTAI INC,allied gaming entertai,,35552,7900.0,crosswalk
0001708527,ELUTIA INC,elutia,,36985,2836.0,crosswalk
0001708599,SERINA THERAPEUTICS INC,serina therapeutics,,34469,2836.0,crosswalk
0001709164,HAMILTON BEACH BND HDNG,hamilton beach bnd hdng,,32352,3630.0,crosswalk
0001709682,CUSTOM TRUCK ONE SOURCE INC,custom truck one source,,35490,7359.0,crosswalk
0001710155,NATIONAL VISION HOLDINGS INC,national vision,,32574,5990.0,crosswalk
0001710340,ETON PHARMACEUTICALS,eton pharmaceuticals,,33997,2834.0,crosswalk
0001710366,CORE NATURAL RESOURCES INC,core natural resources,,32372,1220.0,crosswalk
0001711012,SENMIAO TECHNOLOGY LTD,senmiao technology,,32647,6159.0,crosswalk
0001711269,EVERGY INC,evergy,,6338,4931.0,crosswalk
0001711279,KRYSTAL BIOTECH INC,krystal biotech,,32348,2836.0,crosswalk
0001711754,INMUNE BIO INC,inmune bio,,34078,2836.0,crosswalk
0001711786,HOTH THERAPEUTICS INC,hoth therapeutics,,34566,2836.0,crosswalk
0001712184,LIBERTY LATIN AMERICA LTD,liberty latin america,,24724,4813.0,crosswalk
0001712189,TARGET HOSPITALITY CORP,target hospitality,,34941,6510.0,crosswalk
0001712463,RANPAK HOLDINGS CORP,ranpak,,32558,2670.0,crosswalk
0001713210,AGAPE ATP CORP,agape atp,,34144,5122.0,crosswalk
0001713683,ZSCALER INC,zscaler,,33037,7370.0,crosswalk
0001713863,RAFAEL HOLDINGS INC,rafael,,33184,2836.0,crosswalk
0001714899,DENALI THERAPEUTCS INC,denali therapeutcs,,32775,2836.0,crosswalk
0001715819,ELECTROMEDICAL TECHLOGIES IN,electromedical techlogies in,,35360,3845.0,crosswalk
0001716166,VIVOS THERAPEUTICS INC,vivos therapeutics,,37290,3841.0,crosswalk
0001716583,HYZON MOTORS INC,hyzon motors,,39273,3713.0,crosswalk
0001716621,CATHETER PRECISION INC,catheter precision,,33824,3845.0,crosswalk
0001716947,ENSYSCE BIOSCIENCES INC,ensysce biosciences,,39160,2836.0,crosswalk
0001717307,INDSTRL LGST PRPT TRST,indstrl lgst prpt trst,,32751,6798.0,crosswalk
0001717547,BRIGHTSPIRE CAPITAL INC,brightspire capital,,33066,6798.0,crosswalk
0001718224,BT BRANDS INC,bt brands,,36481,5812.0,crosswalk
0001718227,CONSTRUCTION PRTNR INC,construction prtnr,,33424,1600.0,crosswalk
0001718405,HYCROFT MINING HOLDING CORP,hycroft mining,,177405,1040.0,crosswalk
0001718500,AXIL BRANDS INC,axil brands,,33812,3651.0,crosswalk
0001718512,GATES INDUSTRIAL CORP PLC,gates industrial corp,,32886,3560.0,crosswalk
0001719406,NRX PHARMACEUTICALS INC,nrx pharmaceuticals,,38874,2834.0,crosswalk
0001720025,ALLEGRO MERGER CORP,allegro merger,,33758,9995.0,crosswalk
0001720116,RED VIOLET INC,red violet,,33233,7370.0,crosswalk
0001720580,ADICET BIO INC,adicet bio,,36987,2836.0,crosswalk
0001720592,REPAY HOLDINGS CORP,repay,,33693,7389.0,crosswalk
0001720635,NVENT ELECTRIC PLC,nvent electric,,326688,3440.0,crosswalk
0001720893,BIOXCEL THERAPEUTICS INC,bioxcel therapeutics,,32941,2836.0,crosswalk
0001720990,FISKER INC,fisker,,37318,3711.0,crosswalk
0001721386,LANDSEA HOMES CORP,landsea homes,,37713,1520.0,crosswalk
0001721484,LONGEVERON INC,longeveron,,37807,2836.0,crosswalk
0001721741,LAZYDAYS HOLDINGS INC,lazydays,,26218,5500.0,crosswalk
0001721947,JAMF HOLDING CORP,jamf,,36717,7370.0,crosswalk
0001722010,OP BANCORP,op bancorp,,164395,6020.0,crosswalk
0001722438,DOMA HOLDINGS INC,doma,,39357,6361.0,crosswalk
0001722482,AVANTOR INC,avantor,,35065,3826.0,crosswalk
0001722684,WYNDHAM HOTELS & RESRTS,wyndham hotels resrts,,33243,7011.0,crosswalk
0001722731,FDCTECH INC,fdctech,,35797,7372.0,crosswalk
0001722964,Y MABS THERAPEUTICS INC,y mabs therapeutics,,34135,2836.0,crosswalk
0001723059,BIO ESSENCE CORP,bio essence,,41092,2836.0,crosswalk
0001723089,CHAMPIONX CORP,championx,,33326,3533.0,crosswalk
0001723128,AMNEAL PHARMACEUTICALS INC,amneal pharmaceuticals,,18888,2834.0,crosswalk
0001723580,BURGERFI INTERNATIONAL INC,burgerfi international,,33138,5812.0,crosswalk
0001723596,COLUMBIA FINANCIAL INC,columbia financial,,33056,6035.0,crosswalk
0001724009,PERMROCK ROYALTY TRUST,permrock royalty trust,,33428,1311.0,crosswalk
0001724521,ARCUS BIOSCIENCES INC,arcus biosciences,,33133,2836.0,crosswalk
0001724965,TALOS ENERGY INC,talos energy,,17228,1311.0,crosswalk
0001725057,DAYFORCE INC,dayforce,,23546,7370.0,crosswalk
0001725134,DIGITAL MEDIA SOLUTIONS INC,digital media solutions,,36748,7310.0,crosswalk
0001725160,ZENTALIS PHARMACEUTICALS INC,zentalis pharmaceuticals,,36301,2836.0,crosswalk
0001725255,ADAPTHEALTH CORP,adapthealth,,35852,5047.0,crosswalk
0001725430,INTELLIGENT BIO SOLUTION INC,intelligent bio solution,,35422,3845.0,crosswalk
0001725872,BM TECHNOLOGIES INC,bm technologies,,37673,7370.0,crosswalk
0001726079,LUCENT INC,lucent,,36938,3600.0,crosswalk
0001726126,EPSILON ENERGY LTD,epsilon energy,,178674,1311.0,crosswalk
0001726173,BIGLARI HOLDINGS INC,biglari,,3424,5812.0,crosswalk
0001726445,SEER INC,seer,,37425,8731.0,crosswalk
0001726711,ADITXT INC,aditxt,,35958,2834.0,crosswalk
0001726978,GOOSEHEAD INSURANCE,goosehead insurance,,33421,6411.0,crosswalk
0001727196,SCHOLAR ROCK HOLDNG CRP,scholar rock holdng crp,,33445,2836.0,crosswalk
0001727263,FRONTDOOR INC,frontdoor,,33951,7600.0,crosswalk
0001728117,GOSSAMER BIO INC,gossamer bio,,34578,2836.0,crosswalk
0001728328,INMED PHARMACEUTICALS INC,inmed pharmaceuticals,,64717,2834.0,crosswalk
0001728688,I3 VERTICALS INC,i3 verticals,,33638,7374.0,crosswalk
0001728951,ESSENTIAL PPT RLTY TST,essential ppt rlty tst,,33684,6798.0,crosswalk
0001729149,VIEMED HEALTHCARE,viemed healthcare,,32860,8090.0,crosswalk
0001729427,CNS PHARMACEUTICALS INC,cns pharmaceuticals,,35403,2834.0,crosswalk
0001729637,KARBON X CORP,karbon x,,39328,4950.0,crosswalk
0001729944,IMAC HOLDINGS INC,imac,,34163,2836.0,crosswalk
0001730168,BROADCOM INC,broadcom,,180711,3674.0,crosswalk
0001730430,KINIKSA PHRMCTICALS INTL PLC,kiniksa phrmcticals intl,,33447,2836.0,crosswalk
0001730773,BLUE STAR FOODS CORP,blue star foods,,36213,2090.0,crosswalk
0001730869,EVERYTHING BLOCKCHAIN INC,everything blockchain,,36314,7370.0,crosswalk
0001730984,BAYCOM CORP,baycom,,161023,6020.0,crosswalk
0001731289,NIKOLA CORP,nikola,,36565,3711.0,crosswalk
0001731348,TILRAY BRANDS INC,tilray brands,,22387,2834.0,crosswalk
0001733294,GENERATION BIO CO,generation bio,,36599,2836.0,crosswalk
0001733413,TFF PHARMACEUTICALS INC,tff pharmaceuticals,,35611,2834.0,crosswalk
0001733998,NORTHWEST NATURAL HLDNG CO,northwest natural hldng,,7993,4924.0,crosswalk
0001734342,AMERANT BANCORP INC,amerant bancorp,,33999,6020.0,crosswalk
0001734713,BRIGHTVIEW HOLDINGS,brightview,,33637,700.0,crosswalk
0001735041,GREENLAND TECH HOLDING CORP,greenland tech,,35810,3569.0,crosswalk
0001735438,MEIRAGTX HOLDINGS,meiragtx,,33595,2836.0,crosswalk
0001735707,GARRETT MOTION INC,garrett motion,,34051,3714.0,crosswalk
0001736035,BLACKSTONE SECURED LENDING F,blackstone secured lending f,,39989,6797.0,crosswalk
0001736946,ARLO TECHNOLOGIES INC,arlo technologies,,33766,3669.0,crosswalk
0001737193,LUDUSON G INC,luduson g,,34597,8742.0,crosswalk
0001737287,ALLOGENE THERAPEUTICS,allogene therapeutics,,34161,2836.0,crosswalk
0001737523,BIONEXUS GENE LAB CORP,bionexus gene lab,,36311,5160.0,crosswalk
0001737924,NUVEEN CHURCHILL DI LEN CORP,nuveen churchill di len,,43884,6797.0,crosswalk
0001737927,CANOPY GROWTH CORP,canopy growth,,20096,2833.0,crosswalk
0001737953,REPLIMUNE GROUP INC,replimune,,33719,2836.0,crosswalk
0001738021,COMPASS THERAPEUTICS INC,compass therapeutics,,37364,2836.0,crosswalk
0001738177,CAMBIUM NETWORKS CORP,cambium networks,,35373,3663.0,crosswalk
0001739104,ELANCO ANIMAL HLTH INC,elanco animal hlth,,33955,2834.0,crosswalk
0001739174,BIOMX INC,biomx,,35814,2836.0,crosswalk
0001739445,ARCOSA INC,arcosa,,328795,3440.0,crosswalk
0001739566,UTZ BRANDS INC,utz brands,,34259,2090.0,crosswalk
0001739614,INHIBRX INC,inhibrx,,35306,2836.0,crosswalk
0001739940,CIGNA GROUP (THE),cigna group the,,2547,6324.0,crosswalk
0001739942,SOLARWINDS CORP,solarwinds,,179690,7370.0,crosswalk
0001740332,RESIDEO TECHNOLOGIES,resideo technologies,,34053,5065.0,crosswalk
0001740797,AVAI BIO INC,avai bio,,35156,7370.0,crosswalk
0001741489,ELVICTOR GROUP INC,elvictor,,35400,7361.0,crosswalk
0001741830,KRONOS BIO INC,kronos bio,,37102,2836.0,crosswalk
0001742927,REVIVA PHARMACEUTICALS HOLD,reviva pharmaceuticals hold,,37534,2834.0,crosswalk
0001743725,GRID DYNAMICS HOLDGS INC,grid dynamics holdgs,,36293,7370.0,crosswalk
0001743745,GREENLANE HOLDINGS INC,greenlane,,35009,5099.0,crosswalk
0001743759,CORSAIR GAMING INC,corsair gaming,,37090,3570.0,crosswalk
0001743881,BRIDGEBIO PHARMA INC,bridgebio pharma,,35264,2836.0,crosswalk
0001744489,DISNEY (WALT) CO,disney walt,,3980,4888.0,crosswalk
0001744494,ADVENT TECHNOLOGIES HOLD INC,advent technologies hold,,38001,3690.0,crosswalk
0001744659,AKERO THERAPEUTICS INC,akero therapeutics,,35267,2836.0,crosswalk
0001745916,PENNYMAC FINANCIAL SERVICES,pennymac financial services,,17306,6162.0,crosswalk
0001745999,BEAM THERAPEUTICS INC,beam therapeutics,,35714,2836.0,crosswalk
0001746109,BANK FIRST CORP,bank first,,150803,6020.0,crosswalk
0001746119,VANGUARD GREEN INVESTMNT LTD,vanguard green investmnt,,36585,7200.0,crosswalk
0001746129,BANK7 CORP,bank7,,34132,6020.0,crosswalk
0001746278,GOLOGIQ INC,gologiq,,37378,7370.0,crosswalk
0001746466,EQUILLIUM INC,equillium,,34164,2836.0,crosswalk
0001746473,PLIANT THERAPEUTICS INC,pliant therapeutics,,36464,2834.0,crosswalk
0001746618,REVOLVE GROUP INC,revolve,,34467,5961.0,crosswalk
0001747009,EQUITRANS MID CORP,equitrans mid,,34337,4922.0,crosswalk
0001747068,METROCITY BANKSHARES INC,metrocity bankshares,,27111,6020.0,crosswalk
0001747079,BALLYS CORP,ballys,,27240,7990.0,crosswalk
0001747172,KAYNE ANDERSON BDC INC,kayne anderson bdc,,45373,6797.0,crosswalk
0001747777,BLUE OWL TECH FIN CORP -REDH,blue owl tech fin corp redh,,51878,6799.0,crosswalk
0001748790,AMCOR PLC,amcor,,100243,2670.0,crosswalk
0001748824,ACADIAN ASSET MANAGEMENT INC,acadian asset management,,21019,6282.0,crosswalk
